family,t,n_components,rel_mean_error,gaussian_baseline_error,improvement_over_gaussian,seconds_per_chain,kernel_components
gauss_mix_kappa0.9,0.2,3,0.008178397588091715,0.0586014165790955,7.16539101307853,0.008205000468748835,2
gauss_mix_kappa0.9,0.2,4,0.0058416092186844735,0.0586014165790955,10.031724886981142,0.010451798000005397,2
gauss_mix_kappa0.9,0.2,6,0.002386419940188985,0.0586014165790955,24.55620471158766,0.013838770874997408,2
gauss_mix_kappa0.9,0.2,8,0.0011910750896116276,0.0586014165790955,49.200438402421454,0.01821342062500264,2
gauss_mix_kappa0.9,0.2,12,0.000405902825293992,0.0586014165790955,144.37301966708654,0.028955038937510835,2
gauss_mix_kappa0.9,0.2,16,0.00017160420593358706,0.0586014165790955,341.4917266175572,0.0394309354375082,2
gauss_mix_kappa0.9,0.4,1,0.04319450858606255,0.043194508586062545,0.9999999999999999,0.00611392162500124,2
gauss_mix_kappa0.9,0.4,2,0.022684004084626813,0.043194508586062545,1.9041836011366227,0.007550861218746263,2
gauss_mix_kappa0.9,0.4,3,0.008523681748310336,0.043194508586062545,5.067588145771054,0.008482224843746167,2
gauss_mix_kappa0.9,0.4,4,0.00620951591782271,0.043194508586062545,6.956179701880556,0.010636329062506888,2
gauss_mix_kappa0.9,0.4,6,0.0023128081994070702,0.043194508586062545,18.676217334898862,0.014530341031246508,2
gauss_mix_kappa0.9,0.4,8,0.0010527374967731434,0.043194508586062545,41.030654572923055,0.020581727250004178,2
gauss_mix_kappa0.9,0.4,12,0.0004924446526902589,0.043194508586062545,87.71444333914071,0.030849453875006816,2
gauss_mix_kappa0.9,0.4,16,0.00020054857440028327,0.043194508586062545,215.38177828105037,0.04306314043751058,2
gauss_mix_kappa0.9,0.8,1,0.02077944832323986,0.020779448323239864,1.0000000000000002,0.006798318999997832,2
gauss_mix_kappa0.9,0.8,2,0.014772448126165157,0.020779448323239864,1.4066353894609405,0.006354732999994894,2
gauss_mix_kappa0.9,0.8,3,0.009793758223816954,0.020779448323239864,2.1217032163105025,0.00821114859374461,2
gauss_mix_kappa0.9,0.8,4,0.0031740578249452303,0.020779448323239864,6.546650839166241,0.010108795843748908,2
gauss_mix_kappa0.9,0.8,6,0.001725329419587879,0.020779448323239864,12.043757028268463,0.01423326281249615,2
gauss_mix_kappa0.9,0.8,8,0.0013318859640392147,0.020779448323239864,15.60152211546848,0.0185542385312516,2
gauss_mix_kappa0.9,0.8,12,0.00030723176706692293,0.020779448323239864,67.63443937330078,0.02797033421875028,2
gauss_mix_kappa0.9,0.8,16,0.00011046706389658115,0.020779448323239864,188.1053735862257,0.03937213690625185,2
gauss_mix_kappa0.9,1.6,1,0.01032861699414743,0.010328616994147484,1.000000000000005,0.004631003875005035,2
gauss_mix_kappa0.9,1.6,2,0.0090203065416224,0.010328616994147484,1.1450405755600597,0.008022291968757145,2
gauss_mix_kappa0.9,1.6,3,0.009561735399250607,0.010328616994147484,1.0802031809996522,0.008794398656249314,2
gauss_mix_kappa0.9,1.6,4,0.00343605228673987,0.010328616994147484,3.00595454673575,0.01037439231249948,2
gauss_mix_kappa0.9,1.6,6,0.0016757143013691413,0.010328616994147484,6.163709998600892,0.014908965687510545,2
gauss_mix_kappa0.9,1.6,8,0.0006780658529203891,0.010328616994147484,15.232468866648789,0.018341152812496375,2
gauss_mix_kappa0.9,1.6,12,0.00021767767106365215,0.010328616994147484,47.449134050718705,0.028168138281245092,2
gauss_mix_kappa0.9,1.6,16,9.937598685086428e-05,0.010328616994147484,103.93473636289887,0.04113975150001181,2
