regime,n_chains,rep,n_components,rho_raw,param_raw,rho_grid,param_grid,rho_err_raw,rho_err_grid,param_err_raw,param_err_grid,rho_grid_minus_raw,param_grid_minus_raw,exkurt_raw,exkurt_grid,raw_monotone_violation
mixture,64,45,8,0.7817735149328566,0.3523677130037531,0.7815298734878117,0.3528083755559634,-0.018226485067143416,-0.01847012651218838,-0.007632286996246795,-0.007191624444036482,-0.000243641445044962,0.0004406625522103136,2.0608644621177863,2.04618913653647,0.0
gaussian,64,46,0,0.7898361797684504,0.3564639745549809,0.7896164762546078,0.3569007256644083,-0.010163820231549603,-0.010383523745392198,-0.0035360254450189643,-0.0030992743355915953,-0.00021970351384259512,0.00043675110942736906,nan,nan,nan
mixture,64,46,8,0.8029050432899003,0.349147093820453,0.8031305347387862,0.3495853456859012,0.0029050432899002665,0.003130534738786106,-0.010852906179546873,-0.01041465431409866,0.0002254914488858395,0.0004382518654482137,2.4246485759662004,2.453096086409121,0.0
gaussian,64,47,0,0.8089158719870964,0.3625237143262452,0.8087139056652817,0.3629615429101811,0.008915871987096313,0.00871390566528163,0.0025237143262453188,0.0029615429101812474,-0.00020196632181468388,0.0004378285839359286,nan,nan,nan
mixture,64,47,8,0.797200097962983,0.3688219605150368,0.7969224299794564,0.36925809331541065,-0.002799902037017077,-0.003077570020543652,0.00882196051503692,0.009258093315410776,-0.00027766798352657496,0.00043613280037385627,2.812198341204767,2.777856318471872,0.0
gaussian,64,48,0,0.7936983289678382,0.34754337523458606,0.7934766137425326,0.34797868099919566,-0.0063016710321618374,-0.006523386257467401,-0.012456624765413815,-0.01202131900080422,-0.0002217152253055632,0.0004353057646095948,nan,nan,nan
mixture,64,48,8,0.7945625289580684,0.34301239257824445,0.793312854898054,0.3434709264387463,-0.005437471041931596,-0.006687145101946013,-0.016987607421755424,-0.01652907356125355,-0.0012496740600144163,0.00045853386050187517,2.875156688223684,2.973228695196309,0.0
gaussian,64,49,0,0.7932197544507226,0.3759819427372089,0.7930060740439396,0.37641796368598013,-0.006780245549277475,-0.0069939259560604095,0.015981942737209043,0.016417963685980252,-0.00021368040678293454,0.00043602094877120967,nan,nan,nan
mixture,64,49,8,0.7836724380089272,0.3402159978009676,0.7832882973653436,0.3406451544123952,-0.01632756199107288,-0.01671170263465649,-0.019784002199032258,-0.019354845587604697,-0.0003841406435836081,0.00042915661142756134,2.024567819099354,2.0106898438863743,0.0
gaussian,64,50,0,0.7972313388136995,0.34508727257660976,0.7970218599886795,0.34552436554919,-0.0027686611863005917,-0.0029781400113205736,-0.014912727423390115,-0.014475634450809849,-0.00020947882501998194,0.00043709297258026636,nan,nan,nan
mixture,64,50,8,0.8180249939125014,0.34887567576977635,0.81822149241898,0.3493200754338964,0.01802499391250134,0.018221492418979968,-0.011124324230223526,-0.01067992456610345,0.0001964985064786262,0.0004443996641200765,2.2980133876413653,2.3386356256878438,0.0
gaussian,64,51,0,0.7896074814808053,0.34752339854332387,0.7893880722901763,0.34794752342715973,-0.01039251851919476,-0.010611927709823776,-0.012476601456676006,-0.012052476572840143,-0.00021940919062901632,0.00042412488383586355,nan,nan,nan
mixture,64,51,8,0.7816132644599159,0.34809303623461635,0.7809369436916402,0.3485186872123675,-0.018386735540084187,-0.019063056308359805,-0.011906963765383527,-0.01148131278763237,-0.0006763207682756178,0.00042565097775115746,2.404398095211622,2.3807786376375732,0.0
gaussian,64,52,0,0.7897486028024496,0.37100317372308883,0.7895416117076968,0.3714287769840783,-0.010251397197550416,-0.010458388292303278,0.011003173723088955,0.011428776984078404,-0.00020699109475286193,0.0004256032609894489,nan,nan,nan
mixture,64,52,8,0.7933140138350965,0.3271537474105212,0.7931287717649469,0.3275955042938056,-0.006685986164903568,-0.006871228235053151,-0.03284625258947865,-0.0324044957061943,-0.00018524207014958272,0.0004417568832843499,2.5324063434674384,2.5128880047115825,0.0
gaussian,64,53,0,0.7908327924482156,0.35418881018876275,0.7906049041359445,0.3546258866876402,-0.009167207551784462,-0.009395095864055514,-0.005811189811237127,-0.005374113312359652,-0.00022788831227105177,0.00043707649887747557,nan,nan,nan
