family,excess_kurtosis,rho,t,radius,rms_error,fitted_rate,fitted_rate_se,rate_over_gaussian
laplace,3.0,0.85,0.2,5,0.007167803075909856,0.46950223524079004,0.0033845888147978733,1.073369855071238
laplace,3.0,0.85,0.2,6,0.0033711442240331496,0.46950223524079004,0.0033845888147978733,1.073369855071238
laplace,3.0,0.85,0.2,7,0.001659021032365578,0.46950223524079004,0.0033845888147978733,1.073369855071238
laplace,3.0,0.85,0.2,8,0.0007032962462657193,0.46950223524079004,0.0033845888147978733,1.073369855071238
laplace,3.0,0.85,0.4,1,0.2768060922207161,0.589043744091669,0.005236413748028083,1.0235509698243805
laplace,3.0,0.85,0.4,2,0.15224268677399255,0.589043744091669,0.005236413748028083,1.0235509698243805
laplace,3.0,0.85,0.4,3,0.0886597715645684,0.589043744091669,0.005236413748028083,1.0235509698243805
laplace,3.0,0.85,0.4,4,0.05249951906569519,0.589043744091669,0.005236413748028083,1.0235509698243805
laplace,3.0,0.85,0.4,5,0.03398014792473795,0.589043744091669,0.005236413748028083,1.0235509698243805
laplace,3.0,0.85,0.4,6,0.020639830731551727,0.589043744091669,0.005236413748028083,1.0235509698243805
laplace,3.0,0.85,0.4,7,0.010521245143140507,0.589043744091669,0.005236413748028083,1.0235509698243805
laplace,3.0,0.85,0.4,8,0.006473473300420051,0.589043744091669,0.005236413748028083,1.0235509698243805
laplace,3.0,0.85,0.8,1,0.3509035327711955,0.7278583572573667,0.003988268919605012,1.0156897030082015
laplace,3.0,0.85,0.8,2,0.24336185061318716,0.7278583572573667,0.003988268919605012,1.0156897030082015
laplace,3.0,0.85,0.8,3,0.19325127852262536,0.7278583572573667,0.003988268919605012,1.0156897030082015
laplace,3.0,0.85,0.8,4,0.13311312508003922,0.7278583572573667,0.003988268919605012,1.0156897030082015
laplace,3.0,0.85,0.8,5,0.1018689877093484,0.7278583572573667,0.003988268919605012,1.0156897030082015
laplace,3.0,0.85,0.8,6,0.07188040365731733,0.7278583572573667,0.003988268919605012,1.0156897030082015
laplace,3.0,0.85,0.8,7,0.053376952877269006,0.7278583572573667,0.003988268919605012,1.0156897030082015
laplace,3.0,0.85,0.8,8,0.03639700588907504,0.7278583572573667,0.003988268919605012,1.0156897030082015
laplace,3.0,0.85,1.6,1,0.2990843454921247,0.8213323836877339,0.003603950207759138,1.0094692603363784
laplace,3.0,0.85,1.6,2,0.2551364408119399,0.8213323836877339,0.003603950207759138,1.0094692603363784
laplace,3.0,0.85,1.6,3,0.21171963521521445,0.8213323836877339,0.003603950207759138,1.0094692603363784
laplace,3.0,0.85,1.6,4,0.1800983529759453,0.8213323836877339,0.003603950207759138,1.0094692603363784
laplace,3.0,0.85,1.6,5,0.14150652358602364,0.8213323836877339,0.003603950207759138,1.0094692603363784
laplace,3.0,0.85,1.6,6,0.11768322794306847,0.8213323836877339,0.003603950207759138,1.0094692603363784
laplace,3.0,0.85,1.6,7,0.09244484503614768,0.8213323836877339,0.003603950207759138,1.0094692603363784
laplace,3.0,0.85,1.6,8,0.07748361788764863,0.8213323836877339,0.003603950207759138,1.0094692603363784
student_t_nu5,6.0,0.85,0.05,1,0.03621725128765098,0.22913702423441235,0.0025427176845177354,1.1415987710052007
student_t_nu5,6.0,0.85,0.05,2,0.008723349676687924,0.22913702423441235,0.0025427176845177354,1.1415987710052007
student_t_nu5,6.0,0.85,0.05,3,0.001948679660658658,0.22913702423441235,0.0025427176845177354,1.1415987710052007
student_t_nu5,6.0,0.85,0.05,4,0.000376692120662588,0.22913702423441235,0.0025427176845177354,1.1415987710052007
student_t_nu5,6.0,0.85,0.05,5,0.00010015114311346441,0.22913702423441235,0.0025427176845177354,1.1415987710052007
student_t_nu5,6.0,0.85,0.05,6,2.141303154144585e-05,0.22913702423441235,0.0025427176845177354,1.1415987710052007
student_t_nu5,6.0,0.85,0.05,7,5.21760110333464e-06,0.22913702423441235,0.0025427176845177354,1.1415987710052007
student_t_nu5,6.0,0.85,0.05,8,1.2709881572183728e-06,0.22913702423441235,0.0025427176845177354,1.1415987710052007
student_t_nu5,6.0,0.85,0.1,1,0.07392175108688445,0.3364373018844279,0.004029670514961253,1.07462662884027
student_t_nu5,6.0,0.85,0.1,2,0.026610133554554147,0.3364373018844279,0.004029670514961253,1.07462662884027
student_t_nu5,6.0,0.85,0.1,3,0.009372345829194415,0.3364373018844279,0.004029670514961253,1.07462662884027
student_t_nu5,6.0,0.85,0.1,4,0.0025469974553271554,0.3364373018844279,0.004029670514961253,1.07462662884027
student_t_nu5,6.0,0.85,0.1,5,0.0010298996137703804,0.3364373018844279,0.004029670514961253,1.07462662884027
student_t_nu5,6.0,0.85,0.1,6,0.0003292671987475895,0.3364373018844279,0.004029670514961253,1.07462662884027
student_t_nu5,6.0,0.85,0.1,7,0.00011869045768800135,0.3364373018844279,0.004029670514961253,1.07462662884027
student_t_nu5,6.0,0.85,0.1,8,3.548884404319953e-05,0.3364373018844279,0.004029670514961253,1.07462662884027
student_t_nu5,6.0,0.85,0.2,1,0.15653715251189862,0.45702234485701687,0.004296022276258648,1.0448384932862074
