t,arm,n_obs,seed,psi,p_hat,p_true
0.4665,joint,4096,123393400,0.3436116964863838,3.328766139781961e-09,0.0
0.4665,joint,4096,123393400,0.39269908169872414,2.185525313552666e-06,0.0
0.4665,joint,4096,123393400,0.4417864669110645,0.001959587952411308,0.0
0.4665,joint,4096,123393400,0.4908738521234053,0.16857221307246734,0.0
0.4665,joint,4096,123393400,0.5399612373357456,0.321823061261153,0.5
0.4665,joint,4096,123393400,0.589048622548086,0.007807048969818587,0.0
0.4665,joint,4096,123393400,0.6381360077604268,5.144677486751152e-06,0.0
0.4665,joint,4096,123393400,0.6872233929727671,5.445780764799057e-10,0.0
0.4665,joint,4096,123393400,0.7363107781851079,2.5460453338181502e-14,0.0
0.4665,joint,4096,123393400,0.7853981633974483,2.009993205230082e-19,0.0
0.4665,joint,4096,123393400,0.8344855486097886,1.0563725795044603e-25,0.0
0.4665,joint,4096,123393400,0.883572933822129,2.5847591040842253e-33,0.0
0.4665,joint,4096,123393400,0.9326603190344702,5.1910734286890916e-42,0.0
0.4665,joint,4096,123393400,0.9817477042468106,8.399577941951135e-50,0.0
0.4665,joint,4096,123393400,1.030835089459151,5.216228886249468e-53,0.0
0.4665,joint,4096,123393400,1.0799224746714913,4.509195036602745e-49,0.0
0.4665,joint,4096,123393400,1.1290098598838316,2.01849246908177e-39,0.0
0.4665,joint,4096,123393400,1.178097245096172,1.9843360139091223e-28,0.0
0.4665,joint,4096,123393400,1.2271846303085132,1.5201907152241716e-19,0.0
0.4665,joint,4096,123393400,1.2762720155208536,3.059452187839127e-13,0.0
0.4665,joint,4096,123393400,1.325359400733194,2.399867412087476e-08,0.0
0.4665,joint,4096,123393400,1.3744467859455343,0.00012469356672855503,0.0
0.4665,joint,4096,123393400,1.4235341711578746,0.0012806801841910383,0.0
0.4665,joint,4096,123393400,1.4726215563702159,2.990307360277067e-07,0.0
0.4665,joint,4096,123393400,1.5217089415825562,5.50289796597564e-16,0.0
0.4665,joint,4096,123393400,1.5707963267948966,1.5392864968295388e-27,0.0
0.4665,joint,4096,123393400,1.619883712007237,3.7096460783940465e-37,0.0
0.4665,joint,4096,123393400,1.6689710972195773,4.87298164654519e-40,0.0
0.4665,joint,4096,123393400,1.7180584824319185,1.712844418808177e-34,0.0
0.4665,joint,4096,123393400,1.7671458676442588,5.0985166275199025e-23,0.0
0.4665,joint,4096,123393400,1.8162332528565992,5.339571911635493e-11,0.0
0.4665,joint,4096,123393400,1.8653206380689396,0.00030326605095576956,0.0
0.4665,joint,4096,123393400,1.91440802328128,2.2909586202221416e-06,0.0
0.4665,joint,4096,123393400,1.9634954084936211,3.4510249789813463e-17,0.0
0.4665,joint,4096,123393400,2.0125827937059615,5.8634844175452284e-33,0.0
0.4665,joint,4096,123393400,2.061670178918302,1.4721655630624908e-48,0.0
0.4665,joint,4096,123393400,2.110757564130642,1.5727161047983962e-60,0.0
0.4665,joint,4096,123393400,2.1598449493429825,5.0282894971459505e-68,0.0
0.4665,joint,4096,123393400,2.208932334555323,2.9123712901065937e-71,0.0
0.4665,joint,4096,123393400,2.258019719767664,4.314355884725465e-70,0.0
0.4665,joint,4096,123393400,2.3071071049800045,3.5915831846239054e-64,0.0
0.4665,joint,4096,123393400,2.356194490192345,2.711373935003172e-54,0.0
