seed,n_obs,t,arm,psi_hat_deg,psi_true_deg,psi_err_deg,is_flat,profile_range_nats
239607113,1024,0.4665,marginal,,29.999999999999996,,True,0.0
239607113,1024,0.9821,joint,30.090850977131442,29.999999999999996,0.0908509771314435,False,1300.4560122612002
239607113,1024,0.9821,marginal,,29.999999999999996,,True,0.0
239607113,1024,2.0676,joint,28.420346028692606,29.999999999999996,1.5796539713073923,False,37.37693029818911
239607113,1024,2.0676,marginal,,29.999999999999996,,True,0.0
239607113,2048,0.05,joint,29.901595154428023,29.999999999999996,0.09840484557197511,False,190801.19330864723
239607113,2048,0.05,marginal,,29.999999999999996,,True,0.0
239607113,2048,0.1053,joint,29.813384271629324,29.999999999999996,0.18661572837067303,False,94580.60796993326
239607113,2048,0.1053,marginal,,29.999999999999996,,True,0.0
239607113,2048,0.2216,joint,29.87290336852002,29.999999999999996,0.12709663147997635,False,40064.90574694237
239607113,2048,0.2216,marginal,,29.999999999999996,,True,0.0
239607113,2048,0.4665,joint,29.965171718368893,29.999999999999996,0.034828281631105476,False,13890.121487454446
239607113,2048,0.4665,marginal,,29.999999999999996,,True,0.0
239607113,2048,0.9821,joint,29.872437510521948,29.999999999999996,0.1275624894780483,False,2412.601440349299
239607113,2048,0.9821,marginal,,29.999999999999996,,True,0.0
239607113,2048,2.0676,joint,29.37588012441901,29.999999999999996,0.6241198755809876,False,77.59783867548686
239607113,2048,2.0676,marginal,,29.999999999999996,,True,0.0
239607113,4096,0.05,joint,29.987196872308665,29.999999999999996,0.012803127691333193,False,377512.6645476743
239607113,4096,0.05,marginal,,29.999999999999996,,True,0.0
239607113,4096,0.1053,joint,29.98669402448443,29.999999999999996,0.013305975515567685,False,186526.73894723508
239607113,4096,0.1053,marginal,,29.999999999999996,,True,0.0
239607113,4096,0.2216,joint,30.024450878058012,29.999999999999996,0.024450878058013794,False,80653.35473876681
239607113,4096,0.2216,marginal,,29.999999999999996,,True,0.0
239607113,4096,0.4665,joint,29.901423639589357,29.999999999999996,0.09857636041064054,False,27278.966261583817
239607113,4096,0.4665,marginal,,29.999999999999996,,True,0.0
239607113,4096,0.9821,joint,29.831159105879085,29.999999999999996,0.16884089412091166,False,5088.767187925347
239607113,4096,0.9821,marginal,,29.999999999999996,,True,0.0
239607113,4096,2.0676,joint,29.556330208980647,29.999999999999996,0.4436697910193515,False,136.17639789942768
239607113,4096,2.0676,marginal,,29.999999999999996,,True,0.0
1279549347,128,0.05,joint,30.006324594101315,29.999999999999996,0.006324594101317268,False,13310.505975627051
1279549347,128,0.05,marginal,,29.999999999999996,,True,0.0
1279549347,128,0.1053,joint,29.739756267199432,29.999999999999996,0.2602437328005652,False,6724.588219369436
1279549347,128,0.1053,marginal,,29.999999999999996,,True,0.0
1279549347,128,0.2216,joint,29.949650241158025,29.999999999999996,0.05034975884197326,False,2725.9118651581493
1279549347,128,0.2216,marginal,,29.999999999999996,,True,0.0
1279549347,128,0.4665,joint,30.526584774309683,29.999999999999996,0.5265847743096851,False,1012.2087025418514
1279549347,128,0.4665,marginal,,29.999999999999996,,True,0.0
1279549347,128,0.9821,joint,30.733797670976784,29.999999999999996,0.7337976709767876,False,177.72244018629885
1279549347,128,0.9821,marginal,,29.999999999999996,,True,0.0
1279549347,128,2.0676,joint,28.834336728465562,29.999999999999996,1.1656632715344346,False,10.27859395871701
1279549347,128,2.0676,marginal,,29.999999999999996,,True,0.0
1279549347,512,0.05,joint,30.11146352153146,29.999999999999996,0.11146352153146223,False,50017.424925246516
1279549347,512,0.05,marginal,,29.999999999999996,,True,0.0
1279549347,512,0.1053,joint,30.05034279176471,29.999999999999996,0.05034279176471312,False,24720.532928556153
1279549347,512,0.1053,marginal,,29.999999999999996,,True,0.0
1279549347,512,0.2216,joint,30.221256400628675,29.999999999999996,0.22125640062867616,False,10691.501805355885
1279549347,512,0.2216,marginal,,29.999999999999996,,True,0.0
1279549347,512,0.4665,joint,30.158672937927783,29.999999999999996,0.1586729379277833,False,3782.326007911218
1279549347,512,0.4665,marginal,,29.999999999999996,,True,0.0
1279549347,512,0.9821,joint,30.045134042459633,29.999999999999996,0.04513404245963437,False,684.6796634622897
1279549347,512,0.9821,marginal,,29.999999999999996,,True,0.0
1279549347,512,2.0676,joint,21.7800001579878,29.999999999999996,8.219999842012196,False,15.118438373821846
1279549347,512,2.0676,marginal,,29.999999999999996,,True,0.0
1279549347,1024,0.05,joint,30.1009720526079,29.999999999999996,0.10097205260790242,False,96322.4505025893
1279549347,1024,0.05,marginal,,29.999999999999996,,True,0.0
