t,half_width,n_grid,spacing,n_chains,boundary_mass_max,boundary_mass_p99,boundary_mass_p90,boundary_mass_median,kernel_norm_residual_max,kernel_norm_residual_interior
1.6,10.0,201,0.09999999999999964,256,2.403494749458721e-10,1.7019940537291463e-10,7.383331715622036e-11,2.930602065961255e-11,0.007429419490503797,0.005998803939861297
0.02,10.0,401,0.05000000000000071,256,5.018090017798171e-10,3.304392913900377e-10,5.2614104705168e-11,6.748129486611045e-12,0.007612523160512641,0.0015010507913202353
0.05,10.0,401,0.05000000000000071,256,2.1211664953840192e-09,6.974283138292804e-10,6.454735462552467e-11,6.6502073742752204e-12,0.007612523160512641,0.0015010507913202353
0.1,10.0,401,0.05000000000000071,256,1.2922771607204345e-08,3.9242373848520636e-10,4.57499662488001e-11,7.622965939648723e-12,0.007612523160512641,0.0015010507913202353
0.2,10.0,401,0.05000000000000071,256,8.636132115405138e-09,7.525081674276155e-10,5.432151614906289e-11,8.246164800704377e-12,0.007612523160512641,0.0015010507913202353
0.4,10.0,401,0.05000000000000071,256,2.2732395034393406e-09,5.374878658066722e-10,7.245799237774317e-11,1.151929203340147e-11,0.007612523160512641,0.0015010507913202353
0.8,10.0,401,0.05000000000000071,256,1.5353415575389457e-09,7.755536280875724e-10,9.715474435718648e-11,1.4108990172217668e-11,0.007612523160512641,0.0015010507913202353
1.6,10.0,401,0.05000000000000071,256,4.867433308024887e-10,1.6420708841922586e-10,3.4664474604550984e-11,1.3516794824674019e-11,0.007612523160512641,0.0015010507913202353
0.02,10.0,801,0.025000000000000355,256,6.293306300376177e-10,3.2074317464759454e-10,3.935477860805472e-11,3.3665041063762133e-12,0.008542432867285954,0.0003753471948846343
0.05,10.0,801,0.025000000000000355,256,1.5713190607852817e-09,2.9856406585701243e-10,2.2862242990859158e-11,3.3430351718250642e-12,0.008542432867285954,0.0003753471948846343
0.1,10.0,801,0.025000000000000355,256,4.860441545697426e-10,2.2600597663335194e-10,2.347019473314475e-11,3.7772810699750034e-12,0.008542432867285954,0.0003753471948846343
0.2,10.0,801,0.025000000000000355,256,1.7346838093247597e-09,3.733222794477813e-10,4.343010125546164e-11,4.951043040894509e-12,0.008542432867285954,0.0003753471948846343
0.4,10.0,801,0.025000000000000355,256,1.0903990028337388e-09,3.359254276264082e-10,4.584514932958229e-11,6.136830069254832e-12,0.008542432867285954,0.0003753471948846343
0.8,10.0,801,0.025000000000000355,256,2.5218320572247434e-10,1.8142632040747758e-10,3.485376541887136e-11,7.849572174933221e-12,0.008542432867285954,0.0003753471948846343
1.6,10.0,801,0.025000000000000355,256,5.543387611336562e-11,3.72358352187337e-11,1.7864737021432154e-11,5.954600960128833e-12,0.008542432867285954,0.0003753471948846343
