init,family,excess_kurtosis,rho,t,radius,rms_error,fitted_rate,fitted_rate_se,invariant_iters,rate_over_gaussian
n01,gaussian,0.0,0.95,0.4,8,0.038156663085980334,0.7247181266755478,0.0068229321453753215,1,1.0
n01,gaussian,0.0,0.95,0.8,1,0.5068401551832705,0.8345317956784993,0.0048691572611860795,1,1.0
n01,gaussian,0.0,0.95,0.8,2,0.4539023733500053,0.8345317956784993,0.0048691572611860795,1,1.0
n01,gaussian,0.0,0.95,0.8,3,0.3724968806184159,0.8345317956784993,0.0048691572611860795,1,1.0
n01,gaussian,0.0,0.95,0.8,4,0.28787504279382237,0.8345317956784993,0.0048691572611860795,1,1.0
n01,gaussian,0.0,0.95,0.8,5,0.25668814215210023,0.8345317956784993,0.0048691572611860795,1,1.0
n01,gaussian,0.0,0.95,0.8,6,0.20146356285439448,0.8345317956784993,0.0048691572611860795,1,1.0
n01,gaussian,0.0,0.95,0.8,7,0.17772042294659884,0.8345317956784993,0.0048691572611860795,1,1.0
n01,gaussian,0.0,0.95,0.8,8,0.14947607860308504,0.8345317956784993,0.0048691572611860795,1,1.0
n01,gaussian,0.0,0.95,1.6,1,0.5366819713119513,0.9130092521707466,0.005742416761443844,1,1.0
n01,gaussian,0.0,0.95,1.6,2,0.46626104563036336,0.9130092521707466,0.005742416761443844,1,1.0
n01,gaussian,0.0,0.95,1.6,3,0.44857862170604035,0.9130092521707466,0.005742416761443844,1,1.0
n01,gaussian,0.0,0.95,1.6,4,0.40725329145119743,0.9130092521707466,0.005742416761443844,1,1.0
n01,gaussian,0.0,0.95,1.6,5,0.39510133509296186,0.9130092521707466,0.005742416761443844,1,1.0
n01,gaussian,0.0,0.95,1.6,6,0.3542178136041268,0.9130092521707466,0.005742416761443844,1,1.0
n01,gaussian,0.0,0.95,1.6,7,0.30603055936275003,0.9130092521707466,0.005742416761443844,1,1.0
n01,gaussian,0.0,0.95,1.6,8,0.270317253040063,0.9130092521707466,0.005742416761443844,1,1.0
n01_exact,gaussian,0.0,0.95,0.05,1,0.07712941505430126,0.3793302159503984,0.00232219880489653,1,1.0
n01_exact,gaussian,0.0,0.95,0.05,2,0.02784953543531721,0.3793302159503984,0.00232219880489653,1,1.0
n01_exact,gaussian,0.0,0.95,0.05,3,0.010481817474896463,0.3793302159503984,0.00232219880489653,1,1.0
n01_exact,gaussian,0.0,0.95,0.05,4,0.004300795856990819,0.3793302159503984,0.00232219880489653,1,1.0
n01_exact,gaussian,0.0,0.95,0.05,5,0.0014490555670748449,0.3793302159503984,0.00232219880489653,1,1.0
n01_exact,gaussian,0.0,0.95,0.05,6,0.000589275621532016,0.3793302159503984,0.00232219880489653,1,1.0
n01_exact,gaussian,0.0,0.95,0.05,7,0.00022555204130540488,0.3793302159503984,0.00232219880489653,1,1.0
n01_exact,gaussian,0.0,0.95,0.05,8,8.563838238526327e-05,0.3793302159503984,0.00232219880489653,1,1.0
n01_exact,gaussian,0.0,0.95,0.1,1,0.13893511629748317,0.5015947423895379,0.004793859143899739,1,1.0
n01_exact,gaussian,0.0,0.95,0.1,2,0.07765786793360786,0.5015947423895379,0.004793859143899739,1,1.0
n01_exact,gaussian,0.0,0.95,0.1,3,0.03522241155047774,0.5015947423895379,0.004793859143899739,1,1.0
n01_exact,gaussian,0.0,0.95,0.1,4,0.01645543419944226,0.5015947423895379,0.004793859143899739,1,1.0
n01_exact,gaussian,0.0,0.95,0.1,5,0.008611509522870098,0.5015947423895379,0.004793859143899739,1,1.0
n01_exact,gaussian,0.0,0.95,0.1,6,0.004436814727849758,0.5015947423895379,0.004793859143899739,1,1.0
n01_exact,gaussian,0.0,0.95,0.1,7,0.0024334497911725384,0.5015947423895379,0.004793859143899739,1,1.0
n01_exact,gaussian,0.0,0.95,0.1,8,0.001114522896068748,0.5015947423895379,0.004793859143899739,1,1.0
n01_exact,gaussian,0.0,0.95,0.2,1,0.22435433167498497,0.6251155215414812,0.004534248568941643,1,1.0
n01_exact,gaussian,0.0,0.95,0.2,2,0.14020347859391175,0.6251155215414812,0.004534248568941643,1,1.0
n01_exact,gaussian,0.0,0.95,0.2,3,0.08921745694655851,0.6251155215414812,0.004534248568941643,1,1.0
n01_exact,gaussian,0.0,0.95,0.2,4,0.05642890078189428,0.6251155215414812,0.004534248568941643,1,1.0
n01_exact,gaussian,0.0,0.95,0.2,5,0.03506866508614013,0.6251155215414812,0.004534248568941643,1,1.0
n01_exact,gaussian,0.0,0.95,0.2,6,0.020976421810357755,0.6251155215414812,0.004534248568941643,1,1.0
n01_exact,gaussian,0.0,0.95,0.2,7,0.012383230992196122,0.6251155215414812,0.004534248568941643,1,1.0
n01_exact,gaussian,0.0,0.95,0.2,8,0.008999612500462483,0.6251155215414812,0.004534248568941643,1,1.0
n01_exact,gaussian,0.0,0.95,0.4,1,0.41185033280795397,0.7317138684621974,0.008681455174279772,1,1.0
n01_exact,gaussian,0.0,0.95,0.4,2,0.24040307055592197,0.7317138684621974,0.008681455174279772,1,1.0
n01_exact,gaussian,0.0,0.95,0.4,3,0.18315070494259736,0.7317138684621974,0.008681455174279772,1,1.0
n01_exact,gaussian,0.0,0.95,0.4,4,0.1373805037327806,0.7317138684621974,0.008681455174279772,1,1.0
n01_exact,gaussian,0.0,0.95,0.4,5,0.09957076638989348,0.7317138684621974,0.008681455174279772,1,1.0
n01_exact,gaussian,0.0,0.95,0.4,6,0.07703440574514202,0.7317138684621974,0.008681455174279772,1,1.0
n01_exact,gaussian,0.0,0.95,0.4,7,0.05385611663092326,0.7317138684621974,0.008681455174279772,1,1.0
n01_exact,gaussian,0.0,0.95,0.4,8,0.04286237637011121,0.7317138684621974,0.008681455174279772,1,1.0
n01_exact,gaussian,0.0,0.95,0.8,1,0.5526571044532137,0.8217582738876656,0.004651668989594202,1,1.0
n01_exact,gaussian,0.0,0.95,0.8,2,0.41738963045109556,0.8217582738876656,0.004651668989594202,1,1.0
n01_exact,gaussian,0.0,0.95,0.8,3,0.33686580295242935,0.8217582738876656,0.004651668989594202,1,1.0
n01_exact,gaussian,0.0,0.95,0.8,4,0.27717247047964727,0.8217582738876656,0.004651668989594202,1,1.0
n01_exact,gaussian,0.0,0.95,0.8,5,0.23667138791039022,0.8217582738876656,0.004651668989594202,1,1.0
n01_exact,gaussian,0.0,0.95,0.8,6,0.19322191689383114,0.8217582738876656,0.004651668989594202,1,1.0
n01_exact,gaussian,0.0,0.95,0.8,7,0.1606578148542299,0.8217582738876656,0.004651668989594202,1,1.0
