regime,n_chains,rep,n_components,rho_raw,param_raw,rho_grid,param_grid,rho_err_raw,rho_err_grid,param_err_raw,param_err_grid,rho_grid_minus_raw,param_grid_minus_raw,exkurt_raw,exkurt_grid,raw_monotone_violation
gaussian,64,19,0,0.8398355757795412,0.2793310731174331,0.8396006634630273,0.2797779437930376,-0.010164424220458823,-0.01039933653697267,0.0018310731174330241,0.002277943793037529,-0.0002349123165138467,0.0004468706756045049,nan,nan,nan
mixture,64,19,8,0.8605344843010927,0.263101544923723,0.8584515963855334,0.2635249130923708,0.010534484301092717,0.008451596385533389,-0.014398455076277072,-0.013975086907629275,-0.0020828879155593283,0.00042336816864779747,2.487525237855426,2.550936633816935,0.0
gaussian,64,20,0,0.8553086888031275,0.282526049669784,0.8550890386983937,0.2829828881296223,0.005308688803127515,0.005089038698393722,0.005026049669783927,0.005482888129622221,-0.00021965010473379287,0.0004568384598382935,nan,nan,nan
mixture,64,20,8,0.8529925744038036,0.27186768804123707,0.8522711280159491,0.27230639583107025,0.0029925744038036273,0.0022711280159490865,-0.005632311958763014,-0.005193604168929833,-0.0007214463878545407,0.0004387077898331815,2.4228762023211976,2.398176237919146,0.0
gaussian,64,21,0,0.8611318941585435,0.26613925304559605,0.8609074144799571,0.2666002042998851,0.011131894158543543,0.010907414479957134,-0.011360746954404033,-0.010899795700114956,-0.00022447967858640894,0.000460951254289077,nan,nan,nan
mixture,64,21,8,0.8542381718630399,0.27756625341854535,0.8541071453866144,0.27802122065389673,0.004238171863039875,0.004107145386614386,6.625341854527012e-05,0.000521220653896648,-0.0001310264764254887,0.00045496723535137784,3.090407825863421,3.162690100141213,0.0
gaussian,64,22,0,0.8467953676254244,0.2708160870671745,0.8465771595993206,0.27127104603775376,-0.003204632374575578,-0.0034228404006794166,-0.006683912932825553,-0.00622895396224632,-0.00021820802610383883,0.0004549589705792334,nan,nan,nan
mixture,64,22,8,0.857616216944822,0.2742161924560382,0.857534213797693,0.27467905938555415,0.007616216944822063,0.0075342137976930346,-0.003283807543961903,-0.0028209406144459326,-8.200314712902834e-05,0.0004628669295159704,2.6589455215670394,2.906190859323596,0.0
gaussian,64,23,0,0.8700562556026661,0.28756608606006745,0.8698496360111996,0.2880346155185915,0.020056255602666107,0.0198496360111996,0.01006608606006737,0.010534615518591417,-0.00020661959146650588,0.00046852945852404737,nan,nan,nan
mixture,64,23,8,0.8405112874654543,0.26236905247105546,0.837647490312839,0.26279640397256754,-0.00948871253454564,-0.01235250968716095,-0.015130947528944616,-0.014703596027432542,-0.0028637971526153105,0.00042735150151207435,4.003459807007918,4.092640345884352,0.0
gaussian,64,24,0,0.8312308574955096,0.2821779369297818,0.8309974072910155,0.2826208763972718,-0.018769142504490355,-0.019002592708984523,0.004677936929781745,0.005120876397271712,-0.00023345020449416776,0.0004429394674899667,nan,nan,nan
mixture,64,24,8,0.8593556203002694,0.2900717833132271,0.8592916108382422,0.2905404696197364,0.009355620300269374,0.009291610838242259,0.012571783313227003,0.013040469619736317,-6.400946202711477e-05,0.00046868630650931387,2.4713967167676767,2.40274283304277,0.0
gaussian,64,25,0,0.8454015707314411,0.27547785122934504,0.8451652808330284,0.27592776674787745,-0.004598429268558912,-0.004834719166971535,-0.002022148770655041,-0.0015722332521226345,-0.0002362898984126227,0.00044991551853240663,nan,nan,nan
