family,rho,n_chains,t_eval,rep,t_train,rho_hat,q_hat,rho_abs_err,n_params_learned,rel_score_err_vs_true_params
student,0.85,125,0.15,3,0.15,0.8493642403820072,0.2935519093946332,0.0006357596179927816,2,0.020190437937608566
student,0.7,500,0.15,4,0.15,0.7031946617739975,0.5089701395199611,0.0031946617739975203,2,0.002799219704693914
student,0.85,125,1.2,0,0.15,0.8452976999584737,0.2704931091777969,0.004702300041526275,2,0.006581985726245237
laplace,0.7,60,0.15,1,0.15,0.7223220833073579,0.5167785102268793,0.022322083307357965,2,0.01854973560704523
gaussian,0.85,1000,0.15,4,0.15,0.8501609826679823,0.27960603117918603,0.00016098266798236782,2,0.0027439289517077687
laplace,0.85,250,1.2,0,0.15,0.8442216919101256,0.2679023566789189,0.00577830808987434,2,0.008259983685408818
mixture,0.7,1000,0.5,4,0.15,0.7011880198544774,0.5079210480775739,0.0011880198544774734,2,0.0009340424480842656
gaussian,0.85,60,0.5,0,0.15,0.8388277026999946,0.3124375774842545,0.011172297300005352,2,0.02013163297725994
gaussian,0.7,60,0.15,0,0.15,0.7277146287498385,0.47419432213027485,0.027714628749838544,2,0.04373891457811334
gaussian,0.85,125,0.5,3,0.15,0.8469006341745567,0.28529436312035816,0.0030993658254432344,2,0.004618204462140981
laplace,0.85,500,0.5,3,0.15,0.8477937787537714,0.2720815825594927,0.0022062212462286013,2,0.005806340629407028
uniform,0.7,2000,1.2,1,0.15,0.7049752685850493,0.4980782780908522,0.004975268585049375,2,0.0013523029662848565
gaussian,0.85,250,0.5,3,0.15,0.8454798590241381,0.2881132121056304,0.004520140975861842,2,0.006204961219929085
uniform,0.7,1000,0.5,2,0.15,0.706173820735357,0.5024748324171535,0.006173820735356994,2,0.004071401192702165
student,0.7,1000,1.2,0,0.15,0.6936876461557526,0.5047764319531618,0.0063123538442473315,2,0.003967781236969785
uniform,0.7,1000,0.15,4,0.15,0.7040657369286379,0.5110814569990197,0.004065736928637986,2,0.0033098968395496534
mixture,0.7,250,0.5,1,0.15,0.6987716225256003,0.5131861379346587,0.0012283774743996334,2,0.0013304696496764066
mixture,0.7,1000,1.2,0,0.15,0.6995782221438108,0.5194137760185528,0.00042177785618913166,2,0.001835151675488315
uniform,0.85,4000,0.5,1,0.15,0.8479963287598077,0.28218071344097895,0.002003671240192295,2,0.002736709176641013
student,0.85,500,0.5,3,0.15,0.8478241674161878,0.2802666073567491,0.002175832583812154,2,0.0019363387617848215
mixture,0.7,500,0.15,2,0.15,0.7082912761490979,0.4966981348188298,0.00829127614909797,2,0.015016587824938265
student,0.7,1000,0.5,1,0.15,0.6990396293993283,0.49720009228744766,0.0009603706006716672,2,0.007140448799076933
mixture,0.85,1000,1.2,4,0.15,0.8540383085089726,0.2776815540979249,0.004038308508972577,2,0.0036088127983758336
mixture,0.85,2000,0.15,0,0.15,0.8519243614530133,0.27618199592055054,0.0019243614530133346,2,0.002259873782304659
laplace,0.7,1000,1.2,2,0.15,0.7013749304629072,0.4916773439481343,0.0013749304629072645,2,0.0034776124975641203
gaussian,0.85,125,0.5,2,0.15,0.8549908367076745,0.2813178595226673,0.004990836707674529,2,0.007157534987230549
gaussian,0.7,2000,0.5,2,0.15,0.7004306884030572,0.5121956685865123,0.00043068840305726663,2,0.0013672974923939446
laplace,0.85,250,0.5,3,0.15,0.8477409159937175,0.28361281818462614,0.002259084006282497,2,0.0036212403106815117
student,0.85,500,1.2,2,0.15,0.8543038495685036,0.27197199442371645,0.004303849568503604,2,0.002279833738011402
laplace,0.7,60,0.15,4,0.15,0.6946587018943202,0.4581074057796454,0.005341298105679737,2,0.05341354104523223
uniform,0.7,4000,0.5,1,0.15,0.7016682467120181,0.5121567777748951,0.001668246712018151,2,0.002220294648402212
student,0.7,250,1.2,4,0.15,0.6932972505325377,0.51737185460198,0.006702749467462299,2,0.0020621407171073657
gaussian,0.7,500,1.2,3,0.15,0.6905991228519145,0.5056269641455271,0.009400877148085462,2,0.005225585566539719
student,0.85,1000,0.15,3,0.15,0.8500287899369774,0.2860443522772437,2.878993697741361e-05,2,0.010868556647787528
gaussian,0.7,1000,0.5,2,0.15,0.7025176697707906,0.5002787319841817,0.002517669770790598,2,0.004190639913201469
gaussian,0.85,4000,1.2,1,0.15,0.849819858149687,0.27854135790652135,0.00018014185031300922,2,0.00028689664350895795
student,0.7,2000,0.5,0,0.15,0.6984011774704977,0.5091505490071025,0.001598822529502275,2,0.0015636751053683532
gaussian,0.85,1000,1.2,2,0.15,0.8548979498239941,0.27497977587397765,0.004897949823994163,2,0.0037563801359623288
mixture,0.85,125,0.5,3,0.15,0.8432964772316182,0.28161697089111587,0.00670352276838182,2,0.005518120543574365
gaussian,0.7,60,0.5,3,0.15,0.7046397889605862,0.5179514932694136,0.004639788960586255,2,0.006917553471641113
gaussian,0.7,125,1.2,1,0.15,0.689906731956578,0.5577984887831774,0.010093268043421921,2,0.006315326680850724
laplace,0.7,500,1.2,1,0.15,0.687791973455118,0.5048758681455073,0.012208026544881956,2,0.006749707692483712
laplace,0.85,1000,1.2,0,0.15,0.8567027627019727,0.27571662518682255,0.006702762701972675,2,0.005752556716070287
laplace,0.7,4000,1.2,0,0.15,0.6972139835583434,0.5070446819456075,0.002786016441656547,2,0.0018991495602920297
uniform,0.85,500,0.15,4,0.15,0.8514454975287091,0.27794361648705085,0.0014454975287091498,2,0.0012889971662090934
gaussian,0.85,60,0.5,2,0.15,0.8492074027394169,0.2846445107998259,0.0007925972605831166,2,0.004732434965099536
student,0.85,4000,0.15,0,0.15,0.8515303683032025,0.27972984755080166,0.0015303683032025228,2,0.0031833129031289824
laplace,0.85,2000,0.15,4,0.15,0.8517575351121798,0.27127680473666466,0.0017575351121797977,2,0.008206650796544443
laplace,0.7,60,0.5,3,0.15,0.7373694697502349,0.48575276295582265,0.03736946975023492,2,0.02446732529839217
mixture,0.7,250,1.2,0,0.15,0.6844517187737703,0.5367861348364195,0.015548281226229643,2,0.003903691370600428
student,0.7,2000,0.15,1,0.15,0.7052198138081486,0.5122568503637728,0.005219813808148621,2,0.004492309463946543
mixture,0.7,125,0.5,2,0.15,0.6966975512569542,0.4991279689118685,0.0033024487430457494,2,0.007589105205385062
laplace,0.85,125,0.15,4,0.15,0.8538795915135643,0.2642452811535601,0.0038795915135643178,2,0.01767704695403361
student,0.85,500,0.15,2,0.15,0.8477542003752828,0.2741728300198389,0.0022457996247171597,2,0.0046459792327817025
mixture,0.85,1000,0.5,1,0.15,0.8547719961856745,0.27857813382362423,0.004771996185674476,2,0.0053690354910226005
gaussian,0.7,2000,0.15,1,0.15,0.696213261585035,0.5137278500484184,0.0037867384149649075,2,0.004882522982732916
laplace,0.85,125,0.5,4,0.15,0.8616688330914962,0.2665211631336866,0.011668833091496245,2,0.009828630094797177
uniform,0.7,500,1.2,4,0.15,0.6906252072317334,0.5154231500070887,0.009374792768266582,2,0.003457159773545592
laplace,0.7,250,1.2,2,0.15,0.7157789572152663,0.5265563102829659,0.015778957215266343,2,0.011213943974540685
uniform,0.7,125,1.2,0,0.15,0.7098656358674462,0.4825682701594293,0.009865635867446265,2,0.0031104674175372648
laplace,0.7,250,0.5,0,0.15,0.7084973926108015,0.498822641218162,0.008497392610801513,2,0.005796850828564414
uniform,0.7,60,1.2,2,0.15,0.7195656661693564,0.4851208437080605,0.0195656661693564,2,0.005690428090131853
uniform,0.7,60,1.2,4,0.15,0.7211849322304656,0.5347238099886795,0.021184932230465692,2,0.015466976573938678
mixture,0.85,250,1.2,2,0.15,0.8518896595495474,0.27072614590943395,0.001889659549547451,2,0.0014638072019893388
uniform,0.85,250,0.5,1,0.15,0.8542901898780434,0.2796084306763275,0.0042901898780434156,2,0.00540657405880653
laplace,0.85,4000,0.5,3,0.15,0.8497102189755287,0.27624526517891074,0.00028978102447130283,2,0.0011294213803863394
gaussian,0.7,500,0.5,0,0.15,0.7004192406185872,0.5126149849030295,0.0004192406185872244,2,0.0015983995017213308
mixture,0.7,125,0.15,0,0.15,0.7153323728198644,0.5079821332497416,0.015332372819864437,2,0.01263334218376248
laplace,0.85,1000,0.5,1,0.15,0.8461996789467614,0.27885603621277766,0.0038003210532385756,2,0.0032047015693222065
laplace,0.7,2000,0.5,1,0.15,0.7029794532130905,0.5167478916783903,0.002979453213090566,2,0.00520871148539729
laplace,0.85,60,0.5,2,0.15,0.8376982444943283,0.29088660656680854,0.012301755505671697,2,0.010395546605499335
mixture,0.85,4000,0.5,0,0.15,0.852255525830022,0.27716212488496444,0.002255525830021976,2,0.0021712704440526617
mixture,0.7,2000,1.2,0,0.15,0.696563899577969,0.5194898451980859,0.0034361004220309077,2,0.001050087371982761
gaussian,0.85,500,0.5,2,0.15,0.8533675255387732,0.2777679546084587,0.003367525538773175,2,0.0035392132886542674
laplace,0.85,250,1.2,2,0.15,0.8496619478032607,0.2677958071045045,0.00033805219673932463,2,0.004174244975375208
student,0.7,125,0.15,0,0.15,0.6964884686945844,0.49808799462553127,0.003511531305415594,2,0.01178001790027671
gaussian,0.7,2000,0.15,3,0.15,0.6999134484309739,0.510742969746188,8.655156902603878e-05,2,0.000718702055080865
laplace,0.7,125,0.15,0,0.15,0.6954971867917498,0.5617410345822385,0.004502813208250189,2,0.047637645133018935
student,0.7,500,0.15,1,0.15,0.7109147351176551,0.5014802469542508,0.010914735117655172,2,0.012555202114761887
uniform,0.7,125,1.2,3,0.15,0.7193431871102047,0.499163421097584,0.019343187110204774,2,0.007552742156893487
laplace,0.85,60,0.5,4,0.15,0.8254671455252934,0.2758104435786421,0.024532854474706545,2,0.026532555356668593
laplace,0.7,1000,1.2,3,0.15,0.6977170419906094,0.515139996498362,0.002282958009390601,2,0.0005883511849860217
gaussian,0.7,1000,0.5,3,0.15,0.6995795595030936,0.5110710501255747,0.0004204404969063713,2,0.0004455643463385624
student,0.85,250,0.5,4,0.15,0.8527951509102489,0.27867106666850633,0.002795150910248956,2,0.0033448776504684066
gaussian,0.85,250,0.15,2,0.15,0.8550508975500557,0.27048832060627326,0.005050897550055722,2,0.009878120344486827
uniform,0.85,125,0.15,3,0.15,0.8527666765086755,0.28609579663234513,0.0027666765086755696,2,0.01109860652071558
gaussian,0.85,1000,0.15,0,0.15,0.8509001706961449,0.286168638469286,0.0009001706961448974,2,0.0111160820430209
student,0.85,2000,0.5,3,0.15,0.8477923233093937,0.2726316265329864,0.002207676690606286,2,0.005321492617556788
mixture,0.85,125,1.2,3,0.15,0.8383571590787233,0.273669701964767,0.011642840921276654,2,0.011742776805928177
laplace,0.7,500,0.5,2,0.15,0.691546748199485,0.5144380354699696,0.008453251800514927,2,0.005939738206567678
student,0.7,4000,0.15,2,0.15,0.7021302507370445,0.5252207384783771,0.0021302507370445367,2,0.014477737654794945
gaussian,0.85,2000,0.5,1,0.15,0.8506356066108984,0.28319490677580117,0.0006356066108984537,2,0.004559258326865742
uniform,0.85,60,1.2,3,0.15,0.837740278545418,0.2775454275985357,0.012259721454581984,2,0.011153923211253698
mixture,0.7,4000,0.5,3,0.15,0.6999777042554683,0.5112338411543518,2.229574453160854e-05,2,0.0006286464911497908
uniform,0.7,125,1.2,2,0.15,0.7019064632087376,0.4891930653904576,0.0019064632087376632,2,0.0037421852589805313
laplace,0.7,4000,0.15,1,0.15,0.6959944748451979,0.5198846942231585,0.004005525154802014,2,0.010245606374422964
gaussian,0.85,1000,0.5,4,0.15,0.8487925085699777,0.2833772469277276,0.0012074914300223005,2,0.0037512859689708645
uniform,0.7,250,1.2,3,0.15,0.6998683866289186,0.5112779394353212,0.00013161337108136273,2,0.00022311398386863756
laplace,0.85,2000,0.15,1,0.15,0.8503253404077201,0.2714887880246769,0.0003253404077201427,2,0.007825901032018771
student,0.7,4000,0.15,1,0.15,0.701338382453659,0.5079191581929351,0.001338382453659026,2,0.002345535749069832
student,0.7,125,1.2,1,0.15,0.6736038230658956,0.557994032578108,0.026396176934104343,2,0.006472019226307809
uniform,0.85,1000,0.15,4,0.15,0.8470310838582035,0.27910154752803795,0.002968916141796507,2,0.0031011693876636416
uniform,0.7,60,0.5,1,0.15,0.7257614856230018,0.5138535001531122,0.025761485623001845,2,0.021780779920391836
mixture,0.85,60,0.5,4,0.15,0.8554855989715976,0.27881908234234964,0.005485598971597616,2,0.006247643854434451
uniform,0.85,500,0.5,1,0.15,0.8499938394106835,0.273212044016708,6.160589316461795e-06,2,0.003204079135395294
mixture,0.85,125,1.2,0,0.15,0.8402382714446607,0.27622857590076755,0.0097617285553393,2,0.00897527956714229
student,0.85,250,0.5,2,0.15,0.8519572784511233,0.27882487344578766,0.0019572784511233676,2,0.0027418589484312188
student,0.7,60,0.15,3,0.15,0.6763521613493356,0.5051226770821903,0.023647838650664332,2,0.02001253342133616
gaussian,0.85,250,1.2,2,0.15,0.8568382429163578,0.2746399233471396,0.006838242916357817,2,0.005374666276198656
uniform,0.7,500,0.15,3,0.15,0.6986855663045646,0.5191208655997314,0.0013144336954353797,2,0.008858162471606538
uniform,0.85,1000,0.15,2,0.15,0.8548522606416106,0.2681830209976106,0.004852260641610595,2,0.012693662557286118
gaussian,0.85,125,0.15,3,0.15,0.8307384757071241,0.3071799943639814,0.019261524292875865,2,0.03907915226382252
mixture,0.85,500,0.15,4,0.15,0.8527163680140913,0.2799796504757228,0.0027163680140913637,2,0.0037901333909145644
uniform,0.7,125,1.2,1,0.15,0.6997929092020247,0.510883874170217,0.0002070907979752068,2,0.00011409376805802923
gaussian,0.85,500,0.15,0,0.15,0.8470357376181874,0.2853633968034818,0.002964262381812577,2,0.01026653332624333
mixture,0.85,1000,0.15,0,0.15,0.8495422343928344,0.2761246631820803,0.00045776560716559445,2,0.00184523213314391
laplace,0.85,4000,1.2,0,0.15,0.8477206079707299,0.2777460020773709,0.0022793920292700776,2,0.0019241938702687423
mixture,0.7,60,0.5,2,0.15,0.7464380968189708,0.4462285274026287,0.04643809681897082,2,0.03307553399205896
uniform,0.7,2000,0.5,1,0.15,0.7005633164705427,0.5056398977114277,0.0005633164705427518,2,0.0020360941337385584
uniform,0.7,2000,0.15,4,0.15,0.6994463384241664,0.5076485307150436,0.0005536615758335861,2,0.0022869009030138977
laplace,0.85,60,1.2,0,0.15,0.8520130696975738,0.27527263598558305,0.002013069697573866,2,0.0011955994053868752
laplace,0.7,250,0.15,1,0.15,0.6996693370151313,0.5011202441978458,0.0003306629848686127,2,0.00864838065362137
laplace,0.7,250,0.15,2,0.15,0.69394636812946,0.5232500713471481,0.006053631870539977,2,0.013838712190174166
student,0.85,1000,0.15,4,0.15,0.8484206223549796,0.2843120334303166,0.0015793776450203634,2,0.008795294547945169
gaussian,0.7,125,0.15,1,0.15,0.6775477916746598,0.5199415726835093,0.022452208325340117,2,0.021181029259929873
gaussian,0.7,500,0.15,3,0.15,0.6895909652441888,0.5104386422020215,0.01040903475581112,2,0.00857245223497803
student,0.7,250,1.2,3,0.15,0.7088253338775504,0.49393141362785264,0.008825333877550467,2,0.002221581231014
uniform,0.85,500,0.5,2,0.15,0.8496185505321426,0.2713243109075372,0.00038144946785734213,2,0.0049046559860089186
gaussian,0.85,60,0.5,3,0.15,0.8558448155228741,0.2706428377221786,0.005844815522874081,2,0.005106938307873586
student,0.85,500,0.15,0,0.15,0.8540661685685517,0.27786204973912865,0.004066168568551687,2,0.003168683503952516
student,0.85,4000,1.2,2,0.15,0.8527200702246295,0.27152527409496907,0.0027200702246295005,2,0.001248092258021769
mixture,0.85,125,1.2,1,0.15,0.8461801390210052,0.28280438498095295,0.0038198609789947824,2,0.00199708712517135
uniform,0.85,4000,1.2,0,0.15,0.8517571741806417,0.27782660027579364,0.0017571741806416963,2,0.0017379413458521616
gaussian,0.85,500,1.2,2,0.15,0.8569587140179573,0.2684721483033371,0.006958714017957335,2,0.0037781480292622335
uniform,0.7,2000,1.2,0,0.15,0.6984664401601147,0.5182537950411674,0.0015335598398852346,2,0.001205574006831536
mixture,0.85,60,1.2,4,0.15,0.8635646456620547,0.269277412210787,0.01356464566205473,2,0.009736201841185111
uniform,0.7,125,0.15,0,0.15,0.7007051648409011,0.5303551834939205,0.0007051648409011069,2,0.01910922844830581
mixture,0.7,500,0.15,1,0.15,0.6969727830183359,0.5191900430410712,0.0030272169816640826,2,0.009269889603721548
gaussian,0.7,2000,0.15,0,0.15,0.7065004659679884,0.5092147617027007,0.006500465967988478,2,0.005290626003920479
uniform,0.85,4000,1.2,2,0.15,0.8497121182232904,0.2768832170101697,0.0002878817767095754,2,0.00047343276384536774
uniform,0.85,1000,0.5,0,0.15,0.8512805392916419,0.2769460280562645,0.0012805392916419578,2,0.0011190718100853468
student,0.7,1000,0.5,0,0.15,0.6974821121914193,0.5086917182810381,0.0025178878085806433,2,0.00249513727787913
mixture,0.85,1000,0.5,4,0.15,0.8490564294554872,0.2752893133942127,0.0009435705445127729,2,0.0023576125777826098
student,0.85,1000,1.2,1,0.15,0.8484057433065182,0.27903406556627075,0.0015942566934817881,2,0.000959271189956974
uniform,0.7,1000,0.15,0,0.15,0.699652418159163,0.5111455781279413,0.0003475818408369413,2,0.0011581310656272532
laplace,0.7,2000,0.15,4,0.15,0.7057472674607492,0.5055228843735229,0.005747267460749272,2,0.006583342104656133
gaussian,0.7,60,1.2,2,0.15,0.7191795409913443,0.48052308304634006,0.019179540991344335,2,0.00522607842261206
gaussian,0.85,2000,0.15,0,0.15,0.851299537098509,0.2814300629069362,0.0012995370985090515,2,0.0051819595245328354
student,0.7,4000,1.2,1,0.15,0.6980044109788552,0.5114977218259968,0.001995589021144717,2,0.0007163216976358511
uniform,0.7,1000,0.5,0,0.15,0.7015244248488365,0.5037447452219128,0.0015244248488365253,2,0.0027122264304474766
mixture,0.7,4000,1.2,3,0.15,0.7000430983863642,0.5099176393012479,4.3098386364293084e-05,2,1.0848749262574722e-05
mixture,0.85,4000,0.15,4,0.15,0.8506412708632982,0.2767739084557611,0.0006412708632982378,2,0.001056186539314909
gaussian,0.7,60,1.2,0,0.15,0.6937657045718909,0.5282274076942985,0.006234295428109049,2,0.0020397224988033353
mixture,0.85,250,0.15,0,0.15,0.8565096095867902,0.2621252165745528,0.006509609586790255,2,0.020983008020780552
mixture,0.85,500,0.5,0,0.15,0.8445432520886769,0.2764455486871431,0.005456747911323112,2,0.006248263751126053
gaussian,0.85,125,1.2,2,0.15,0.8628562876494985,0.27475304349722957,0.012856287649498532,2,0.011177327424573696
mixture,0.7,60,0.5,4,0.15,0.683832609147811,0.5630034693084046,0.01616739085218899,2,0.021673313645151904
uniform,0.7,1000,1.2,1,0.15,0.7121236288542279,0.5048691950059583,0.012123628854227908,2,0.0048657393760234155
laplace,0.85,125,1.2,2,0.15,0.8193666214200939,0.289158325617498,0.030633378579906112,2,0.021922700570630393
uniform,0.85,60,0.5,2,0.15,0.8525487990903191,0.2572989027940339,0.0025487990903191315,2,0.014063580531934908
gaussian,0.85,60,0.5,1,0.15,0.8345627615919539,0.2990279950179778,0.015437238408046117,2,0.013635897175543732
student,0.7,500,0.15,3,0.15,0.6986464764153807,0.532234394086972,0.001353523584619265,2,0.02098273533762458
student,0.85,60,1.2,1,0.15,0.872116817145213,0.2794454267199399,0.022116817145213075,2,0.02246877820122032
laplace,0.7,125,0.15,1,0.15,0.7176931992008588,0.5273292543843912,0.017693199200858878,2,0.020309053641395493
gaussian,0.85,1000,1.2,4,0.15,0.8484547174486142,0.2807380434731891,0.0015452825513857515,2,0.0007018228653242628
gaussian,0.7,125,1.2,0,0.15,0.7035399120730794,0.5121240532089947,0.0035399120730794653,2,0.002051864308896095
gaussian,0.7,500,0.15,4,0.15,0.6937089490472673,0.5084195980250565,0.006291050952732635,2,0.00535413930477178
laplace,0.7,125,0.5,1,0.15,0.7104304995170194,0.4986989419185656,0.010430499517019465,2,0.006811563045984285
uniform,0.7,60,0.15,1,0.15,0.6946838178135609,0.5203788087644892,0.0053161821864390335,2,0.011013353366803263
student,0.85,250,1.2,4,0.15,0.8534413506103964,0.26101309070047846,0.0034413506103964098,2,0.004229182262249266
uniform,0.7,250,0.15,4,0.15,0.7166770102508934,0.4776164510117,0.01667701025089341,2,0.0359610004893474
gaussian,0.7,500,0.15,1,0.15,0.6956277844720481,0.5077349166198166,0.0043722155279518615,2,0.004106076390408597
gaussian,0.85,60,0.15,4,0.15,0.8257055702082973,0.2868880018922861,0.02429442979170271,2,0.022691294007495613
laplace,0.85,1000,0.5,3,0.15,0.8455582442953086,0.27834042557093236,0.004441755704691408,2,0.00416022992017913
laplace,0.7,4000,1.2,4,0.15,0.696637417166936,0.5147591812983601,0.0033625828330640095,2,0.0009009796194824318
student,0.85,125,0.15,1,0.15,0.8472674261193953,0.25974408067606747,0.0027325738806046607,2,0.023774992359891372
laplace,0.85,4000,1.2,1,0.15,0.8505197888086348,0.2777942148845375,0.0005197888086347913,2,0.0005995120012329903
laplace,0.7,500,0.5,0,0.15,0.6996968132608387,0.5140960363101909,0.00030318673916129857,2,0.001965466807532874
uniform,0.85,125,0.5,3,0.15,0.8560234190040927,0.2655492838784403,0.006023419004092756,2,0.007252369686759419
mixture,0.85,125,0.15,0,0.15,0.8503722170318354,0.272379224150469,0.0003722170318354312,2,0.006617153455851616
student,0.85,500,0.5,0,0.15,0.8509211119988181,0.2762953201518262,0.0009211119988181693,2,0.0008160076876178147
mixture,0.7,1000,0.15,2,0.15,0.7037206090143222,0.5066738397491506,0.0037206090143222514,2,0.004570979941831538
gaussian,0.7,4000,1.2,2,0.15,0.7014098602548425,0.5056558402755014,0.0014098602548425765,2,0.0004940623166247478
laplace,0.7,4000,0.5,3,0.15,0.7045574068253943,0.5031436448478277,0.0045574068253942945,2,0.003264134344728701
mixture,0.7,500,0.5,2,0.15,0.6979550431259898,0.5211621248666404,0.0020449568740101842,2,0.004940785896872284
uniform,0.85,125,0.5,2,0.15,0.8416817829561773,0.25316836263798514,0.008318217043822629,2,0.025661482820369716
student,0.7,2000,1.2,3,0.15,0.7033483390481385,0.5083474079000435,0.003348339048138582,2,0.001325346218924216
laplace,0.7,250,0.15,4,0.15,0.7049593788485292,0.4807579805743999,0.004959378848529261,2,0.029516821827733436
student,0.85,1000,1.2,3,0.15,0.8488966414235867,0.2715949149673496,0.0011033585764133047,2,0.0032821978588464915
gaussian,0.85,60,0.15,3,0.15,0.8803661094485885,0.24564685996621574,0.03036610944858853,2,0.049325392963757604
laplace,0.7,2000,1.2,2,0.15,0.6984583995679458,0.5135265651317129,0.001541600432054202,2,0.0004001609767655393
mixture,0.85,500,0.5,3,0.15,0.8488250385757569,0.2804872898076764,0.001174961424243115,2,0.0017451248155951834
student,0.7,250,0.5,2,0.15,0.7038057661654946,0.5065471783222646,0.0038057661654946617,2,0.002431131202334308
mixture,0.7,250,1.2,2,0.15,0.7060996004042364,0.5050579088525796,0.006099600404236405,2,0.00210502557849424
laplace,0.7,500,0.15,0,0.15,0.7023254190645976,0.49673066976735264,0.0023254190645976003,2,0.01320645619376405
gaussian,0.7,125,0.15,2,0.15,0.7173162140632784,0.49426791473218246,0.017316214063278434,2,0.021618808385856992
laplace,0.85,250,0.15,4,0.15,0.845118807463666,0.29242655291326847,0.004881192536334011,2,0.018967721332384686
laplace,0.85,250,0.5,0,0.15,0.8564653500568457,0.2837089357611425,0.006465350056845676,2,0.009961885918917971
uniform,0.7,125,0.15,1,0.15,0.6967054253673242,0.5270155356879187,0.003294574632675795,2,0.01637389014893425
mixture,0.85,2000,0.15,1,0.15,0.8522904585684841,0.2778462762011691,0.0022904585684840884,2,0.001757089996298438
mixture,0.85,1000,0.15,1,0.15,0.8452679448755559,0.28117083074710286,0.004732055124444079,2,0.00587642403450697
student,0.7,1000,1.2,3,0.15,0.7040493990798972,0.5183298787469075,0.004049399079897209,2,0.0036042900863704737
gaussian,0.85,60,0.5,4,0.15,0.8580995353556193,0.2951117636534157,0.008099535355619358,2,0.018126611922145625
gaussian,0.7,250,0.5,2,0.15,0.6846677082811344,0.5036164554445665,0.01533229171886552,2,0.01484251157771749
uniform,0.85,4000,0.15,0,0.15,0.8487164889383244,0.2765936168649277,0.0012835110616755685,2,0.0015881605944748076
gaussian,0.85,1000,0.15,3,0.15,0.8484812469798235,0.2750924843029626,0.0015187530201764554,2,0.003369449330865139
uniform,0.7,500,0.5,4,0.15,0.7020589140723602,0.5229474135195353,0.0020589140723602517,2,0.007645323501353675
gaussian,0.85,250,0.5,4,0.15,0.8505237430253685,0.27611622958182924,0.000523743025368506,2,0.0008259269473401117
uniform,0.85,500,0.15,2,0.15,0.8436443301756521,0.2891123523206586,0.006355669824347876,2,0.015357294767735927
laplace,0.85,125,1.2,0,0.15,0.8617683100738947,0.2748441465226768,0.011768310073894672,2,0.010317622650839901
student,0.85,2000,1.2,3,0.15,0.8512507635418849,0.2715498269357271,0.001250763541884914,2,0.0014628398808804281
gaussian,0.7,1000,1.2,4,0.15,0.6965027926689188,0.5080086565633981,0.0034972073310811647,2,0.002064141559982044
laplace,0.7,60,1.2,1,0.15,0.6833238288075382,0.544421927152693,0.016676171192461786,2,0.004073028942415246
student,0.85,60,0.15,2,0.15,0.8531071993982174,0.26886656640324613,0.003107199398217464,2,0.011543343355294436
mixture,0.7,500,0.15,4,0.15,0.6961506757393957,0.5042387863065595,0.0038493242606042477,2,0.006334553228466367
student,0.85,1000,1.2,0,0.15,0.8451625923840768,0.2767617383806456,0.004837407615923217,2,0.0046714488662543355
student,0.85,60,1.2,2,0.15,0.8383963118190231,0.30146721094802575,0.011603688180976901,2,0.005152317870149294
uniform,0.85,2000,0.15,2,0.15,0.8498350016206372,0.27709050031629,0.00016499837936279071,2,0.0005448938780574086
student,0.7,60,1.2,2,0.15,0.7035093756431583,0.544506167949051,0.003509375643158341,2,0.008760111088763482
student,0.7,1000,1.2,4,0.15,0.7054891411855028,0.5256452859901022,0.0054891411855028105,2,0.0058165299545793435
student,0.85,125,0.5,0,0.15,0.8415454962381383,0.29189316803055726,0.008454503761861631,2,0.008756488240811518
mixture,0.7,250,1.2,1,0.15,0.7119143730155411,0.49337146060815956,0.011914373015541102,2,0.0033185290578030082
laplace,0.85,2000,0.5,3,0.15,0.8535134678947217,0.2753146087685895,0.0035134678947217335,2,0.0029146894871563264
laplace,0.7,4000,0.5,4,0.15,0.7000673759984423,0.5090066514720879,6.737599844230946e-05,2,0.0004881868385084874
laplace,0.7,60,0.15,2,0.15,0.7253074077448786,0.5269366694949782,0.025307407744878607,2,0.02408520391617601
mixture,0.85,250,0.5,1,0.15,0.8460830892675544,0.2806269308878239,0.0039169107324456,2,0.0032145270532032808
laplace,0.7,125,0.5,2,0.15,0.7092238423244448,0.5032752444166503,0.009223842324444842,2,0.006148130127361959
gaussian,0.7,125,0.5,1,0.15,0.6743404989397048,0.517193827964619,0.02565950106029513,2,0.019155150408609885
mixture,0.7,4000,0.15,0,0.15,0.7014476194273547,0.5056646500723,0.0014476194273547183,2,0.004438377399076902
uniform,0.7,250,0.5,3,0.15,0.7025029356498691,0.49928866562632596,0.0025029356498691424,2,0.004702030845551956
mixture,0.85,2000,1.2,1,0.15,0.8522621642800193,0.28070610865133605,0.002262164280019352,2,0.0031432126841766305
student,0.7,60,1.2,4,0.15,0.6971664542685666,0.4773225522493225,0.002833545731433351,2,0.008171617235890907
gaussian,0.7,60,0.15,3,0.15,0.6337069000239419,0.5580478383633203,0.06629309997605803,2,0.07254477832355853
student,0.7,500,1.2,4,0.15,0.7095738436908551,0.4824026211252225,0.009573843690855122,2,0.0031515890468433415
laplace,0.85,500,0.15,4,0.15,0.8507478916927355,0.2719788628094335,0.0007478916927354806,2,0.00720589606962216
uniform,0.85,250,0.15,2,0.15,0.8449826846348418,0.2785302598299351,0.005017315365158148,2,0.004119985216728049
