family,rho,n_chains,t_eval,rep,t_train,rho_hat,q_hat,rho_abs_err,n_params_learned,rel_score_err_vs_true_params
laplace,0.85,2000,0.5,0,0.15,0.8485051044373259,0.28111295735246006,0.0014948955626741256,2,0.00212872542184375
laplace,0.7,1000,0.15,0,0.15,0.7012976201932863,0.506416481250234,0.0012976201932863862,2,0.003697423490530867
mixture,0.85,60,0.5,3,0.15,0.8669154020665581,0.2714027499297759,0.01691540206655817,2,0.014728440842769424
uniform,0.85,2000,1.2,1,0.15,0.8524239160214886,0.27697891173967537,0.0024239160214886146,2,0.002021965740030517
mixture,0.7,1000,0.5,1,0.15,0.704502003162533,0.5051858635081099,0.004502003162533019,2,0.0029651097420348303
student,0.85,2000,1.2,2,0.15,0.8487132795003147,0.27522542052089893,0.0012867204996852566,2,0.0020207122195251125
student,0.85,125,1.2,1,0.15,0.8574916223509411,0.2846001672425643,0.007491622350941141,2,0.009447443928730806
laplace,0.85,2000,0.5,1,0.15,0.8530526512043177,0.2757901158737865,0.0030526512043177467,2,0.0025632403920470997
student,0.85,500,0.15,3,0.15,0.8524852898808931,0.2669092087067633,0.002485289880893138,2,0.014002573419729462
uniform,0.85,60,0.5,4,0.15,0.8625174175659582,0.26800881422041856,0.012517417565958255,2,0.010135085456832945
student,0.7,125,0.5,2,0.15,0.682962502443667,0.5502149295809848,0.017037497556332992,2,0.016534205823628002
uniform,0.7,250,0.15,3,0.15,0.6959752475899618,0.5004363431255737,0.00402475241003819,2,0.00973648797440983
mixture,0.7,125,0.15,1,0.15,0.7218190565740568,0.5149246825725629,0.021819056574056805,2,0.01779970425086519
laplace,0.85,1000,0.15,0,0.15,0.8518760946038069,0.2793248606372393,0.0018760946038068882,2,0.0027648729546436808
mixture,0.85,500,0.5,1,0.15,0.8443234284045511,0.28564294976244,0.005676571595448876,2,0.005188986405051533
laplace,0.85,125,0.5,2,0.15,0.8482792823594104,0.26502433565577127,0.0017207176405895641,2,0.010932154027981955
laplace,0.85,500,0.5,2,0.15,0.8507105036293694,0.27436189323024535,0.0007105036293694189,2,0.0019739323630647665
laplace,0.7,2000,0.5,4,0.15,0.7017718891092208,0.5142381921616993,0.001771889109220881,2,0.003190618424789637
gaussian,0.85,250,0.5,2,0.15,0.8535344382262747,0.28210986860286813,0.00353443822627475,2,0.006112947173208744
gaussian,0.85,250,1.2,1,0.15,0.8568328432441515,0.27456515889573563,0.006832843244151565,2,0.005512794668287134
laplace,0.85,125,1.2,4,0.15,0.8479860164744984,0.28900983620303744,0.002013983525501528,2,0.0029951615783814704
mixture,0.7,60,0.15,3,0.15,0.7167579467180237,0.4886527210160578,0.016757946718023775,2,0.025835856606617708
gaussian,0.85,250,1.2,3,0.15,0.859366363118436,0.2767106049723617,0.009366363118435972,2,0.00837422844020177
laplace,0.85,125,0.15,0,0.15,0.8511546492310499,0.26898861959885173,0.001154649231049909,2,0.011249850750335228
uniform,0.7,125,0.15,3,0.15,0.6957546467085255,0.517539973376251,0.004245353291474463,2,0.008198055499197892
student,0.7,250,0.5,1,0.15,0.7029020635786121,0.5125962574213038,0.002902063578612113,2,0.0032844413303208596
student,0.7,1000,0.15,4,0.15,0.6918234139818232,0.5198196062336341,0.008176586018176724,2,0.011840571350290471
gaussian,0.7,125,0.15,3,0.15,0.6801106742913989,0.5112797661914201,0.019889325708601024,2,0.01686997288619565
mixture,0.85,2000,0.5,2,0.15,0.8508706532817562,0.2769581628939658,0.000870653281756173,2,0.0007268909551320736
laplace,0.85,125,0.5,1,0.15,0.8359427049583296,0.2889719497451184,0.014057295041670415,2,0.01113124703291957
laplace,0.85,2000,1.2,2,0.15,0.8506021520032343,0.2810768192734274,0.0006021520032343242,2,0.0018616593744094376
gaussian,0.7,500,0.5,4,0.15,0.7035058024687215,0.5125100810755161,0.003505802468721564,2,0.0037476105010638273
mixture,0.85,60,0.15,3,0.15,0.8314116141268503,0.304988940241285,0.018588385873149704,2,0.036358133089214116
uniform,0.7,2000,1.2,4,0.15,0.7033754256047718,0.5034680457351647,0.0033754256047718867,2,0.0008457135796096048
laplace,0.85,1000,0.5,4,0.15,0.8508825661322035,0.27960138897259523,0.0008825661322034994,2,0.0021875668845933696
student,0.7,250,0.15,3,0.15,0.7061139713824819,0.5075371415431367,0.006113971382481931,2,0.005625920009804499
uniform,0.85,500,0.5,0,0.15,0.8465430155888406,0.27999609453891994,0.0034569844111593806,2,0.0029465103373269293
mixture,0.7,2000,0.15,3,0.15,0.6988151914186851,0.5088441071858045,0.0011848085813148668,2,0.0014308959517214759
gaussian,0.7,1000,1.2,2,0.15,0.7087708664849964,0.5067242476234302,0.008770866484996476,2,0.003782828005036152
laplace,0.7,60,1.2,2,0.15,0.7208542370560499,0.548568273354356,0.02085423705604994,2,0.017830430732876847
mixture,0.7,2000,1.2,3,0.15,0.7006044838834076,0.5127324884926552,0.0006044838834076138,2,0.0008456363590465286
mixture,0.85,2000,0.15,2,0.15,0.8506757135916863,0.2807918737207383,0.0006757135916862778,2,0.0042138348156826036
mixture,0.85,60,0.15,1,0.15,0.8595617183062975,0.2472056099198652,0.009561718306297484,2,0.04180730338722187
mixture,0.85,250,0.15,1,0.15,0.8528229424536085,0.27279195136110634,0.002822942453608479,2,0.0064408869215243315
laplace,0.85,500,1.2,1,0.15,0.8541632071522296,0.2683157035042307,0.00416320715222962,2,0.0019562088771258837
laplace,0.85,1000,0.15,4,0.15,0.8464934526308381,0.2847808029906042,0.0035065473691618942,2,0.009587857346875197
uniform,0.7,250,0.5,4,0.15,0.6942082627333698,0.5033123439993787,0.005791737266630181,2,0.007288149424344562
laplace,0.85,60,1.2,3,0.15,0.8346256026291469,0.26732275738820893,0.01537439737085311,2,0.017280194613351813
student,0.7,2000,1.2,0,0.15,0.700947924301499,0.5186441368771718,0.0009479243014990368,2,0.0022407253756228803
mixture,0.85,125,0.15,4,0.15,0.8483822563112817,0.2999368932870134,0.001617743688718254,2,0.027750037229637974
mixture,0.85,4000,0.5,1,0.15,0.8537032297810917,0.27522247583348497,0.0037032297810917214,2,0.003217800815155051
mixture,0.7,4000,0.15,4,0.15,0.6980048112413519,0.5119512419665523,0.0019951887586480144,2,0.0025644118242053545
gaussian,0.85,4000,0.15,1,0.15,0.850777298752067,0.2761863480755121,0.0007772987520670016,2,0.00179268981795676
gaussian,0.85,2000,1.2,0,0.15,0.8505804167623455,0.27659380093272895,0.0005804167623455481,2,0.0002825951509417899
mixture,0.85,500,0.15,0,0.15,0.8440904869460963,0.290243216617092,0.005909513053903637,2,0.01668497619910515
mixture,0.85,125,0.15,1,0.15,0.8385380290545135,0.29076218304098356,0.01146197094548651,2,0.018735272017806316
mixture,0.85,2000,1.2,4,0.15,0.848417578274633,0.2772360173588092,0.0015824217253669337,2,0.001484214472482987
mixture,0.7,60,0.15,0,0.15,0.7008125008360335,0.49737632096845014,0.0008125008360335695,2,0.012401050183504967
student,0.7,1000,1.2,1,0.15,0.7044897955092893,0.4985173764115423,0.004489795509289296,2,0.0012885470976060644
uniform,0.85,125,0.5,1,0.15,0.8440521898380504,0.2775830415920411,0.005947810161949563,2,0.006382907633573542
laplace,0.85,250,0.15,2,0.15,0.8483007812509263,0.28352107182975894,0.0016992187490736388,2,0.007761275840580067
mixture,0.7,125,0.5,3,0.15,0.6790405413955054,0.5486923948082657,0.020959458604494552,2,0.01657132879107195
uniform,0.7,125,0.5,3,0.15,0.7107878265271397,0.5096726019045552,0.010787826527139721,2,0.008584534499740457
gaussian,0.7,250,0.15,4,0.15,0.6945136414290705,0.5144658873184509,0.005486358570929495,2,0.006391000779518118
mixture,0.7,60,1.2,3,0.15,0.6804980004131532,0.5465080407891397,0.01950199958684673,2,0.004708705941804488
student,0.85,125,0.15,2,0.15,0.8457715796903307,0.28858570975816455,0.004228420309669301,2,0.01435900418676993
uniform,0.85,125,1.2,4,0.15,0.8583756305078006,0.28056157755919886,0.008375630507800658,2,0.008926920040717004
student,0.85,125,0.15,4,0.15,0.862711424684603,0.26223138151586195,0.012711424684603068,2,0.022418219831542338
mixture,0.85,125,1.2,4,0.15,0.8422959632464548,0.280766256356377,0.00770403675354514,2,0.0056924925406746036
mixture,0.7,4000,0.5,1,0.15,0.6998614067477558,0.5109073826534785,0.00013859325224419017,2,0.00041615079810851846
student,0.85,4000,0.5,4,0.15,0.8491853164383824,0.2784049472535581,0.000814683561617624,2,0.0006851196941381061
mixture,0.7,60,1.2,0,0.15,0.6947071736152488,0.5523180900949122,0.005292826384751148,2,0.0068134347623425165
laplace,0.7,500,0.15,1,0.15,0.7088352561802986,0.4974315870847576,0.008835256180298678,2,0.014645581255538158
student,0.7,125,0.15,3,0.15,0.7059750623739645,0.5009807730267728,0.0059750623739645015,2,0.010280554421096528
student,0.85,4000,0.15,2,0.15,0.8532351397582449,0.27131951275828026,0.003235139758244965,2,0.008417438492385737
uniform,0.7,4000,0.5,4,0.15,0.7042365911498103,0.509038098178135,0.004236591149810343,2,0.003100060014390183
gaussian,0.85,4000,1.2,2,0.15,0.849482890636259,0.2772692955795677,0.0005171093637409419,2,0.0005556080790801669
uniform,0.7,1000,1.2,3,0.15,0.6874683622275647,0.5111392046071004,0.012531637772435267,2,0.005764852998759775
mixture,0.7,250,0.5,3,0.15,0.6980453732591001,0.5211694352640037,0.0019546267408998563,2,0.004991982070872409
mixture,0.85,250,1.2,4,0.15,0.8424375967857972,0.2734528996950523,0.007562403214202762,2,0.008244487767553273
mixture,0.7,4000,1.2,0,0.15,0.6977135293591233,0.5124543375306162,0.0022864706408766144,2,0.0007018544344745823
gaussian,0.85,2000,0.15,4,0.15,0.8513136195080077,0.27195319170435445,0.0013136195080076796,2,0.007260794599937683
uniform,0.85,4000,0.5,2,0.15,0.850272579124393,0.27913251329815,0.00027257912439304643,2,0.0013947502208633347
gaussian,0.85,500,0.5,0,0.15,0.8467357568712738,0.2816220030829896,0.0032642431287261964,2,0.0029135509093855083
mixture,0.7,500,1.2,4,0.15,0.7063949724903056,0.5072968983150385,0.006394972490305628,2,0.002590986741534143
mixture,0.7,1000,0.15,0,0.15,0.6995425422116985,0.5130380379890292,0.0004574577883014186,2,0.0029571176531903182
student,0.85,125,0.5,4,0.15,0.8519101017078335,0.2580351736983706,0.001910101707833567,2,0.013818693286397926
student,0.85,125,0.5,1,0.15,0.8609294592648874,0.27507235188037044,0.01092945926488742,2,0.009909733081938299
mixture,0.85,125,0.5,2,0.15,0.8478419861532837,0.2856050182101215,0.0021580138467163223,2,0.0049343459428087206
gaussian,0.85,2000,0.5,0,0.15,0.8483662420173196,0.28175470660057284,0.001633757982680395,2,0.0025172674701539662
mixture,0.85,1000,1.2,0,0.15,0.8527782290351429,0.27175285351657097,0.0027782290351429095,2,0.0012750036613427681
uniform,0.85,2000,0.5,4,0.15,0.8477814270305499,0.27644679152725077,0.00221857296945005,2,0.002778932719158863
mixture,0.85,2000,0.5,4,0.15,0.849869920901384,0.27494823723020445,0.0001300790986159539,2,0.0019848906114593445
gaussian,0.7,4000,0.5,0,0.15,0.6989147852522476,0.5133695576118528,0.001085214747752361,2,0.001410076200922463
mixture,0.7,2000,0.15,0,0.15,0.6940355026952222,0.5137644330392577,0.005964497304777772,2,0.006258611236781619
student,0.7,1000,0.15,2,0.15,0.6938743858010296,0.5416410629122963,0.006125614198970397,2,0.03029659965413635
uniform,0.85,125,0.15,1,0.15,0.854264516786253,0.2764145964308303,0.004264516786253059,2,0.0035834965994752544
uniform,0.7,250,1.2,2,0.15,0.7110422117443861,0.5163331535133965,0.011042211744386132,2,0.006911706999088975
uniform,0.7,4000,0.5,2,0.15,0.6978708115523931,0.5163008194821541,0.0021291884476069,2,0.0026771982773878713
uniform,0.85,2000,0.15,0,0.15,0.8477649815837138,0.27688080774240387,0.0022350184162861497,2,0.0019853097335955773
mixture,0.7,4000,0.15,3,0.15,0.697917496426018,0.5149311666612134,0.0020825035739819864,2,0.005128023716319295
laplace,0.7,250,0.5,4,0.15,0.7001516829227155,0.4956093475103025,0.00015168292271550143,2,0.007489286013065604
mixture,0.85,2000,1.2,3,0.15,0.8484836241885226,0.27843827412805333,0.001516375811477344,2,0.0010850887121042843
mixture,0.7,60,0.15,4,0.15,0.7256445780581953,0.4908358781397022,0.02564457805819531,2,0.029014065039011033
mixture,0.85,1000,0.5,2,0.15,0.8527824687570704,0.2745688278266939,0.0027824687570704443,2,0.002419932971157214
mixture,0.85,2000,0.5,3,0.15,0.8490178765426707,0.28178416621673386,0.000982123457329287,2,0.0026722460011062766
gaussian,0.7,250,1.2,2,0.15,0.7007743289072346,0.5147182433894056,0.0007743289072346116,2,0.0013238584613027786
uniform,0.7,4000,0.15,1,0.15,0.6994750736450146,0.5141418798875766,0.0005249263549853556,2,0.004028631759105312
laplace,0.85,60,0.5,1,0.15,0.867600246591224,0.2734068802257033,0.017600246591224056,2,0.016368922887588407
student,0.85,250,1.2,2,0.15,0.8543688413497716,0.2801419963888433,0.004368841349771668,2,0.004843314648084168
mixture,0.85,250,0.5,2,0.15,0.8521832544670209,0.2745301970356917,0.0021832544670209453,2,0.0020304438798724876
student,0.7,250,0.15,2,0.15,0.6957203329252454,0.5291918333477131,0.004279667074754578,2,0.018750789767891827
laplace,0.85,1000,1.2,4,0.15,0.8513304698700718,0.2716900307860118,0.0013304698700717932,2,0.0013772607854455735
laplace,0.7,125,1.2,2,0.15,0.6979920472554842,0.5001347662533907,0.0020079527445157064,2,0.0030383787131791134
student,0.7,250,0.15,0,0.15,0.6986391798410437,0.5004947965396263,0.0013608201589562219,2,0.009252107137151553
mixture,0.85,1000,1.2,2,0.15,0.8466373694226244,0.2832946625688781,0.003362630577375625,2,0.0015206461584137587
