family,rho,t,excess_kurtosis,posterior_mean_mse_median,posterior_mean_rel_median,score_mse_median,score_rel_median,score_rel_q90,score_cosine_median,score_max_abs_median
gauss_mix_kappa0.3,0.95,0.2,-0.18,1.5865022712281943e-06,0.0018203980393256079,9.784481662812718e-06,0.0022419454299565447,0.0037479394257579233,0.9999976068780887,0.007694011358366226
gauss_mix_kappa0.3,0.95,0.4,-0.18,8.824498847851895e-07,0.0011795621096846957,1.3075852019013277e-06,0.0008989192147118321,0.001155777934543755,0.999999646747172,0.002680204461621094
gauss_mix_kappa0.3,0.95,0.8,-0.18,2.976175615000978e-07,0.0008365346747684307,9.433415678601022e-08,0.0002691692383964757,0.0004085398231421645,0.9999999678062895,0.0006778902630933115
gauss_mix_kappa0.3,0.95,1.6,-0.18,5.046742023327879e-08,0.0004137250139768574,2.2357137513001934e-09,4.9034389490371614e-05,7.703548269836505e-05,0.9999999987622763,8.88963270441745e-05
gauss_mix_kappa0.3,0.95,2.4,-0.18,1.873438244213416e-09,0.00019461836679559273,1.5674861513872256e-11,3.763487000171534e-06,8.693202448102685e-06,0.9999999999934718,7.163973888058006e-06
gauss_mix_kappa0.6,0.95,0.02,-0.72,0.00022483889533060072,0.021101173044329485,0.14050557450584494,0.14214806407457228,0.1518037472013089,0.9913151959148566,1.0031193527092652
gauss_mix_kappa0.6,0.95,0.05,-0.72,0.00011714699906386619,0.017213134973318438,0.011704942535653278,0.04858498963286711,0.06590718607919413,0.9990617753307423,0.2719174024452533
gauss_mix_kappa0.6,0.95,0.1,-0.72,6.42151770794033e-05,0.012859657558982178,0.0016000388477935916,0.0216648169352077,0.028286877830433613,0.9997973446716604,0.1220144543622419
gauss_mix_kappa0.6,0.95,0.2,-0.72,3.5878758534004554e-05,0.009227077796946839,0.00022127611244368757,0.009931797730142142,0.012618703967680155,0.9999528524039145,0.04196347788605759
gauss_mix_kappa0.6,0.95,0.4,-0.72,1.7063189017117637e-05,0.005168900552659491,2.5283672014371747e-05,0.00400434033317916,0.011761256624979302,0.9999920429681242,0.013068113109197421
gauss_mix_kappa0.6,0.95,0.8,-0.72,4.129084331612917e-06,0.0032306171230184057,1.308772529274594e-06,0.0010565865315358795,0.0014867470331508625,0.9999995089827206,0.0023601222124681742
gauss_mix_kappa0.6,0.95,1.6,-0.72,9.606334325724781e-07,0.0012830350501477805,4.2556194971643276e-08,0.00019134330476845002,0.00025633879540541156,0.9999999832571298,0.00036160108193028506
gauss_mix_kappa0.6,0.95,2.4,-0.72,3.851191022265915e-08,0.0006368718213143931,3.2222511803611917e-10,1.7541325007974506e-05,3.287116765379183e-05,0.9999999998474114,2.75607251293275e-05
gauss_mix_kappa0.9,0.95,0.02,-1.62,0.0029369526530404963,0.053821470721090184,1.8353506816743286,0.36767726703689174,0.42400590347688516,0.93306578558117,3.0310394560331915
gauss_mix_kappa0.9,0.95,0.05,-1.62,0.0011980461726100696,0.03942367074991024,0.1197048299787444,0.14133721406633054,0.15585988976459175,0.9910588282687646,0.8968053891393928
gauss_mix_kappa0.9,0.95,0.1,-1.62,0.0004521069540199069,0.021936067606382885,0.011265073502717216,0.05831384575507191,0.06899368197514515,0.9985998965588724,0.27772809279254695
gauss_mix_kappa0.9,0.95,0.2,-1.62,0.0001838903177777043,0.020336334636972236,0.0011341121124723305,0.02383346135087243,0.044725042211574174,0.9997344831086052,0.08598836657921693
gauss_mix_kappa0.9,0.95,0.4,-1.62,7.988113458657226e-05,0.015517644964023544,0.00011836523670907359,0.009083246055466902,0.01274582595107555,0.9999607675335935,0.026820373808765008
gauss_mix_kappa0.9,0.95,0.8,-1.62,2.495491193406491e-05,0.009325633471116233,7.909817428459104e-06,0.002791051243845416,0.003539155427533244,0.9999965848118897,0.0059096409682274365
gauss_mix_kappa0.9,0.95,1.6,-1.62,4.341982458875715e-06,0.005122523236515327,1.9235042818416552e-07,0.00047372634853958966,0.0006191402433262218,0.9999998946988554,0.0008417539015549425
gauss_mix_kappa0.9,0.95,2.4,-1.62,1.6187083874578845e-07,0.001343456977115917,1.3543563489785762e-09,3.4445616461456494e-05,5.4370699487939016e-05,0.9999999994183477,6.20015050627476e-05
